"SC","SJ","TL"
188.682178667317,83.5784538250328,164.630059631544
83.0906528702044,42.5271864183009,46.4600435688542
136.694245557545,99.8819583017906,130.943816378262
40.2233478266805,30.4795752110197,37.0420120336483
46.5287537916574,13.5678311543934,18.1241446550376
4.08116201495888,0.0109227310996716,0.112563614228633
0.841268878687227,0.0272632870630008,0.382234977844204
0.0393286040386833,0.508594849277929,0.163179445380929
30.4332903878094,1.1752183172049,5.73042851061116
121.092429457867,39.1912730886423,73.8338859833181
310.732410596765,50.1490204983428,162.311091268502
235.048113163658,37.8103085801798,121.40579317034
153.187843548842,104.620528568524,190.728385184644
126.466659205129,43.2566810798567,115.576197298938
201.752031295741,135.671827442609,208.256541119736
158.477551808128,97.1123467411843,141.163330214082
6.38987779940997,2.86110138592066,6.15853999206608
32.5488908712693,15.0767248604801,21.6273033485408
11.9780013680579,4.76158749318792,3.17669415189297
3.52690457867803,2.66536999321685,4.11707997758671
47.8780974688192,50.1561459468953,69.8222622742951
126.767601637327,45.5638245838349,100.7375562192
178.709121932809,95.3222984405979,172.968468901235
175.819476205752,103.088607959053,148.851464498008
212.953658562667,139.382086132358,196.715777993548
267.05144970979,119.629855151266,186.517107859618
349.548922253746,166.506882724466,259.557114826808
121.697482418086,49.9324243811438,105.649191501869
29.8883169317093,16.2751618974803,23.0048764926291
18.277043478183,2.11217415790617,4.39998714891294
4.72448352674218,0.835240391954939,0.163265229645069
15.9126315881083,26.2700327211536,11.959835476526
35.9753150822642,20.1528164269197,37.817742655794
46.7236883280206,17.6889803811043,25.645878561789
300.719672285556,108.699178530755,237.800859212579
328.837800634808,109.125007452384,219.183636212813
13.3037363836802,3.56620277619851,8.9900733681678
101.689229307458,39.6705077739397,79.225687064919
80.5685034287058,23.7010445531133,49.5637575602858
54.5036452665482,20.8865453813131,33.4758619726371
20.174517373301,0.786320931680768,8.15997595402935
27.5775460057495,4.14705028217883,13.7863062736119
5.02104622443906,15.6591876444926,7.9157111638941
18.9898750672445,7.90304251353233,1.90465644536984
8.55190778276899,2.35075429267815,3.90472026120476
73.8641741375083,22.4882935616976,60.1412506664733
261.77731324988,89.4500821987723,162.489953559215
54.7709732217156,57.7650159179238,51.2215325556699
25.9299585866164,28.2914828277472,26.0197695670067
74.8179558083449,36.7423086456841,62.6679377646008
116.227862050822,68.3974224250042,117.441410263099
11.1611244814992,4.41838470986075,11.4239498515236
10.4608851201017,1.12866312408978,0.662513881075067
7.43265675032947,6.64617702751791,7.14295316308156
5.35912837368749,2.93054701586459,5.57468421329239
4.60217597549435,0.258654538107117,1.47011189418826
64.0125917760949,17.3199055558404,27.8385810387246
39.4803238034913,17.0912772022272,37.9052092674309
133.743500871462,97.9925681556334,135.5828668426
90.3656183299538,40.5108568764011,81.0226175120101
176.061657856695,62.8074239705882,86.3927530287906
416.908948735078,173.313864822575,342.129578738602
179.716805228925,112.517683847947,158.123679283196
39.1462295279077,24.2739615804795,31.0889842341265
42.7854466631787,4.01572976814964,16.0136738308441
3.59386315598433,0.208593214006734,0.446012432466167
3.01570938505484,2.3244955033302,5.21376544062123
0.170605034514589,0.837190927900313,0.502095732697233
91.122834659332,18.7495678711915,38.8545760605477
20.5258219666164,2.78833524319702,2.52262784893209
15.9618812365969,14.2322931260248,5.1086647350381
48.4180418820724,18.7830601039598,26.3575350014046
