"","crop_id","crop_name","crop_category","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"212",212,"Oranges","T","66","1667","681","19660","1087","33","6053","1425","336","13835","276","2980"
"213",213,"Honeydew Melons","C","488","13238","10439","NA","7399","4361","4588","1563","4569","1898","14742","5588"
"214",214,"Broccoli","C","1","6315","562","NA","3859","3408","70","NA","899","47","NA","42"
"216",216,"Peppers","C","1044","8","NA","2395","2","1580","30","NA","600","50","NA","290"
"217",217,"Pomegranates","T","4057","10002","11811","53991","15089","9604","9905","11127","15028","7190","18654","14224"
"218",218,"Nectarines","T","126","516","372","631","614","261","162","55","47","7","NA","4"
"219",219,"Greens","C","13","263","3","NA","NA","2007","NA","NA","1","NA","NA","16"
"220",220,"Plums","T","900","3262","2336","3049","2678","1616","462","1674","710","824","1214","1767"
"221",221,"Strawberries","T","1","NA","NA","63","NA","1","5","1","96","NA","1","67"
"222",222,"Squash","C","NA","NA","11","238","1","NA","1","NA","NA","NA","NA","NA"
"223",223,"Apricots","T","534","23","3948","7","2562","709","517","486","NA","NA","NA","NA"
"224",224,"Vetch","C","NA","NA","3","NA","NA","NA","752","NA","NA","NA","NA","NA"
"225",225,"Dbl Crop WinWht/Corn","C","10","7101","7078","6438","2786","1002","438","932","368","1261","21831","4801"
"226",226,"Dbl Crop Oats/Corn","C","523","1250","612","5275","241","395","139","5","55","35","699","212"
"227",227,"Lettuce","C","NA","51764","33711","10038","29350","37913","27505","20275","3838","9224","6334","21268"
"229",229,"Pumpkins","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"230",230,"Dbl Crop Lettuce/Durum Wht","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"231",231,"Dbl Crop Lettuce/Cantaloupe","C","NA","NA","NA","NA","NA","1186","NA","NA","NA","NA","NA","NA"
"232",232,"Dbl Crop Lettuce/Cotton","C","NA","NA","NA","NA","1145","NA","NA","NA","NA","NA","NA","NA"
"233",233,"Dbl Crop Lettuce/Barley","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"234",234,"Dbl Crop Durum Wht/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"235",235,"Dbl Crop Barley/Sorghum","C","NA","NA","NA","4","392","18","26","33","NA","NA","NA","NA"
"236",236,"Dbl Crop WinWht/Sorghum","C","NA","1174","3193","327","579","746","575","1421","432","540","5349","8261"
"237",237,"Dbl Crop Barley/Corn","C","NA","11","18","1","85","80","NA","NA","NA","109","601","NA"
"238",238,"Dbl Crop WinWht/Cotton","C","NA","3","41","NA","1","NA","NA","NA","NA","NA","352","1"
"239",239,"Dbl Crop Soybeans/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"240",240,"Dbl Crop Soybeans/Oats","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"241",241,"Dbl Crop Corn/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"242",242,"Blueberries","C","NA","NA","2","NA","NA","1498","6","NA","1","1423","213","2198"
"243",243,"Cabbage","C","NA","NA","NA","NA","1","NA","13","NA","NA","NA","NA","NA"
"244",244,"Cauliflower","C","NA","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","3"
"245",245,"Celery","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"246",246,"Radishes","C","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","4"
"247",247,"Turnips","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"248",248,"Eggplants","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"249",249,"Gourds","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"254",254,"Dbl Crop Barley/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
