"","crop_id","crop_name","crop_category","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"214",214,"Broccoli","C","NA","3","78","NA","93","114","NA","NA","NA","NA","NA","NA"
"216",216,"Peppers","C","NA","876","1","NA","1694","524","1244","34","14","2158","19","105"
"217",217,"Pomegranates","T","4","1","6","9","1","13","6","70","67","7","NA","97"
"218",218,"Nectarines","T","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA"
"219",219,"Greens","C","NA","2","NA","NA","256","NA","NA","NA","NA","NA","1","1"
"220",220,"Plums","T","NA","1590","540","NA","132","8","138","281","6","12","39","3157"
"221",221,"Strawberries","T","30","25","20","2","NA","NA","NA","1","1","169","2","307"
"222",222,"Squash","C","NA","407","492","NA","149","906","329","202","812","1582","88","1130"
"223",223,"Apricots","T","36","NA","54","583","207","1163","104","104","NA","NA","NA","NA"
"224",224,"Vetch","C","49","98","328","46","6","26","257","42","158","164","2","2756"
"225",225,"Dbl Crop WinWht/Corn","C","560","20365","6433","200","15643","10375","3361","11064","5947","7879","18060","18264"
"226",226,"Dbl Crop Oats/Corn","C","NA","23333","26625","3315","12427","22456","13341","18668","13811","4179","14712","17361"
"227",227,"Lettuce","C","NA","3","38","75","21","NA","1","NA","4","11","NA","NA"
"229",229,"Pumpkins","C","NA","5068","581","61","2405","146","599","2739","167","6232","2481","2880"
"230",230,"Dbl Crop Lettuce/Durum Wht","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"231",231,"Dbl Crop Lettuce/Cantaloupe","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"232",232,"Dbl Crop Lettuce/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"233",233,"Dbl Crop Lettuce/Barley","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"234",234,"Dbl Crop Durum Wht/Sorghum","C","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA"
"235",235,"Dbl Crop Barley/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"236",236,"Dbl Crop WinWht/Sorghum","C","NA","78","12","54","NA","600","1","921","NA","564","1","87"
"237",237,"Dbl Crop Barley/Corn","C","NA","433","NA","NA","NA","2190","298","2","4","NA","33","35"
"238",238,"Dbl Crop WinWht/Cotton","C","NA","NA","NA","NA","NA","NA","23","NA","NA","3","NA","NA"
"239",239,"Dbl Crop Soybeans/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"240",240,"Dbl Crop Soybeans/Oats","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"241",241,"Dbl Crop Corn/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"242",242,"Blueberries","C","NA","NA","NA","25","505","760","86","46","NA","199","NA","27"
"243",243,"Cabbage","C","NA","NA","NA","NA","NA","31","NA","NA","NA","9","NA","NA"
"244",244,"Cauliflower","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"245",245,"Celery","C","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"246",246,"Radishes","C","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"247",247,"Turnips","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"248",248,"Eggplants","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"249",249,"Gourds","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"254",254,"Dbl Crop Barley/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
