"","crop_id","crop_name","crop_category","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"51",51,"Chick Peas","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"52",52,"Lentils","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"53",53,"Peas","C","NA","298","27","869","397","1283","2063","280","53","2513","119","80"
"54",54,"Tomatoes","C","44314","172914","206483","187447","207464","215266","229935","219915","206737","203616","92776","161959"
"55",55,"Caneberries","T","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"56",56,"Hops","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"57",57,"Herbs","C","1710","221","13","12","136","19","225","712","2","2105","1465","167"
"58",58,"Clover/Wildflowers","C","58","1460","486","1494","1389","608","2437","283","141","8174","340","13134"
"59",59,"Sod/Grass Seed","C","5","39","17396","5557","44","NA","194","103","14","NA","213","166"
"60",60,"Switchgrass","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"66",66,"Cherries","T","906","15214","6145","4067","6159","4906","6228","7938","3729","2783","4439","11590"
"67",67,"Peaches","T","14","825","2043","145","526","763","246","158","801","164","1211","12703"
"68",68,"Apples","T","NA","1241","876","8","247","4","NA","1","2","NA","NA","246"
"69",69,"Grapes","C","3367","36077","27585","13365","17537","60064","31440","79232","60752","51934","30222","28346"
"70",70,"Christmas Trees","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"71",71,"Other Tree Crops","T","72","71","77","2251","124","33","46","10","NA","5","171","3938"
"72",72,"Citrus","T","113","147","420","736","NA","NA","NA","NA","NA","14","NA","2511"
"74",74,"Pecans","T","NA","NA","NA","NA","NA","NA","NA","672","226","63","NA","1388"
"75",75,"Almonds","T","51298","254665","260304","216785","286784","281677","312705","332023","351151","387924","436481","354185"
"76",76,"Walnuts","T","12190","24208","44707","37225","28063","26804","43852","27110","34673","43892","80917","56071"
"77",77,"Pears","T","NA","6","15","NA","5","NA","4","3","11","NA","1012","34"
"204",204,"Pistachios","T","257","12055","9669","24055","14776","13151","12414","14561","28204","36746","65732","56322"
"205",205,"Triticale","C","NA","17","210","1779","1049","2797","7143","8491","973","19283","26516","2991"
"206",206,"Carrots","C","NA","52","3","NA","1","46","313","1","NA","1148","2710","1651"
"207",207,"Asparagus","C","375","NA","17","NA","945","221","1944","2116","NA","1097","NA","NA"
"208",208,"Garlic","C","NA","2183","390","988","925","1359","1130","1332","1009","1063","1398","4483"
"209",209,"Cantaloupes","C","5965","24987","30424","22943","11937","13403","6151","6508","10605","25907","51091","26506"
"210",210,"Prunes","C","80","NA","NA","790","NA","NA","NA","NA","NA","NA","NA","NA"
"211",211,"Olives","T","27","130","1147","491","1865","4227","4816","2638","6712","3571","12904","5915"
"212",212,"Oranges","T","183","75","19","1308","14","322","455","130","NA","49","1","582"
"213",213,"Honeydew Melons","C","992","4474","1998","NA","193","5831","2152","5657","6798","7754","8549","7919"
"214",214,"Broccoli","C","NA","173","286","NA","24","53","NA","NA","NA","NA","NA","NA"
"216",216,"Peppers","C","230","235","579","461","83","19","3","6","50","291","NA","576"
"217",217,"Pomegranates","T","2465","5244","7361","13804","12506","6431","7764","5583","7829","5254","8525","7707"
"218",218,"Nectarines","T","NA","3","4","NA","5","55","NA","NA","6","1","7","4"
"219",219,"Greens","C","14","76","5","NA","1338","48","NA","NA","2","NA","NA","NA"
"220",220,"Plums","T","19","1030","1143","NA","2736","2917","920","613","3150","421","1475","3515"
"221",221,"Strawberries","T","61","77","2","23","NA","1","8","1","47","169","44","188"
"222",222,"Squash","C","NA","74","217","NA","1","NA","135","30","15","14","27","8"
"223",223,"Apricots","T","2206","1","608","9814","1769","9956","2381","3331","NA","NA","NA","NA"
"224",224,"Vetch","C","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"225",225,"Dbl Crop WinWht/Corn","C","70","23680","16835","17909","29583","17662","14016","31121","20284","22330","38009","61851"
"226",226,"Dbl Crop Oats/Corn","C","863","162341","98027","75449","74919","93276","60217","46474","85063","56067","63114","67253"
"227",227,"Lettuce","C","NA","1015","298","528","110","60","58","1399","912","3361","2074","864"
"229",229,"Pumpkins","C","NA","58","1","NA","913","1","81","163","NA","294","8","224"
"230",230,"Dbl Crop Lettuce/Durum Wht","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"231",231,"Dbl Crop Lettuce/Cantaloupe","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"232",232,"Dbl Crop Lettuce/Cotton","C","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA"
"233",233,"Dbl Crop Lettuce/Barley","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"234",234,"Dbl Crop Durum Wht/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"235",235,"Dbl Crop Barley/Sorghum","C","NA","NA","NA","NA","NA","37","NA","3","NA","NA","NA","NA"
"236",236,"Dbl Crop WinWht/Sorghum","C","NA","576","182","749","1","89","9","748","515","705","842","266"
"237",237,"Dbl Crop Barley/Corn","C","NA","149","249","104","15","1","117","NA","447","123","1","265"
"238",238,"Dbl Crop WinWht/Cotton","C","NA","NA","NA","NA","81","202","681","NA","NA","2119","1226","532"
"239",239,"Dbl Crop Soybeans/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"240",240,"Dbl Crop Soybeans/Oats","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"241",241,"Dbl Crop Corn/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"242",242,"Blueberries","C","NA","NA","1","53","24","2","23","134","NA","15","NA","137"
"243",243,"Cabbage","C","NA","NA","NA","NA","NA","NA","NA","NA","97","NA","NA","NA"
"244",244,"Cauliflower","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"245",245,"Celery","C","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"246",246,"Radishes","C","NA","NA","NA","NA","33","NA","NA","NA","NA","NA","NA","1"
"247",247,"Turnips","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"248",248,"Eggplants","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"249",249,"Gourds","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"254",254,"Dbl Crop Barley/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
