"","crop_id","crop_name","crop_category","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"47",47,"Misc Vegs & Fruits","C","5","NA","177","NA","3","2","NA","NA","481","1","NA","NA"
"48",48,"Watermelons","C","NA","4161","8614","1043","14933","3055","992","1557","5336","5514","8389","7171"
"49",49,"Onions","C","153","198","671","915","197","264","149","85","121","17","11","139"
"50",50,"Cucumbers","C","NA","4870","8674","NA","984","1","721","789","5297","4462","3670","5211"
"51",51,"Chick Peas","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"52",52,"Lentils","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"53",53,"Peas","C","1929","23","588","9084","6663","2776","3607","1590","4282","5510","2839","2773"
"54",54,"Tomatoes","C","4166","54123","55061","2933","90337","97575","93044","101872","129446","110963","60446","105501"
"55",55,"Caneberries","T","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA"
"56",56,"Hops","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"57",57,"Herbs","C","NA","635","328","906","859","NA","703","2060","1992","3525","NA","694"
"58",58,"Clover/Wildflowers","C","244","1616","1819","500","643","79","726","412","265","618","521","578"
"59",59,"Sod/Grass Seed","C","198","884","287","19","93","4","112","41","326","703","339","1137"
"60",60,"Switchgrass","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"66",66,"Cherries","T","NA","18","96","282","27","2","72","12","33","4","11","NA"
"67",67,"Peaches","T","6","463","809","891","225","35","5","57","5","28","27","1557"
"68",68,"Apples","T","NA","12","1","NA","6","NA","NA","NA","NA","3","NA","38"
"69",69,"Grapes","C","150","928","277","122","167","118","2729","840","159","658","163","3"
"70",70,"Christmas Trees","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"71",71,"Other Tree Crops","T","8","465","479","1980","228","122","179","77","289","276","363","3186"
"72",72,"Citrus","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4"
"74",74,"Pecans","T","NA","1447","707","745","1588","2339","729","106","1501","1389","1555","2325"
"75",75,"Almonds","T","7214","26775","26152","29886","21757","18503","26090","31146","33964","40430","37078","21524"
"76",76,"Walnuts","T","33915","132961","144271","142908","116575","152038","138139","162248","160049","167374","203820","190344"
"77",77,"Pears","T","NA","61","5","NA","2","32","21","21","13","17","10","12"
"204",204,"Pistachios","T","29","853","865","176","8","33","37","632","441","519","3040","662"
"205",205,"Triticale","C","2","59","1388","179","21","423","904","2322","27","131","299","952"
"206",206,"Carrots","C","NA","1","59","NA","8","6","292","21","NA","1","NA","NA"
"207",207,"Asparagus","C","NA","NA","674","NA","NA","NA","NA","NA","NA","NA","5","NA"
"208",208,"Garlic","C","NA","9","2","NA","NA","NA","NA","12","538","31","NA","3"
"209",209,"Cantaloupes","C","NA","9","398","4154","NA","NA","NA","509","1317","1963","5038","1758"
"210",210,"Prunes","C","4101","NA","206","12203","NA","NA","NA","NA","NA","NA","NA","NA"
"211",211,"Olives","T","31","239","426","338","217","277","716","637","374","1015","825","1160"
"212",212,"Oranges","T","NA","41","18","8","27","65","3","22","24","15","NA","290"
"213",213,"Honeydew Melons","C","191","10217","9723","NA","6986","3881","2529","4628","NA","6627","5707","2498"
"214",214,"Broccoli","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"216",216,"Peppers","C","NA","NA","231","NA","597","10","679","171","101","247","234","1295"
"217",217,"Pomegranates","T","NA","7","NA","15","NA","NA","NA","NA","11","NA","12","12"
"218",218,"Nectarines","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"219",219,"Greens","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3"
"220",220,"Plums","T","5","22662","21550","NA","6239","5288","5015","6648","2787","6193","3353","13064"
"221",221,"Strawberries","T","1","2","10","NA","NA","NA","10","1","NA","NA","NA","NA"
"222",222,"Squash","C","4","629","885","NA","223","867","13","659","390","3304","831","685"
"223",223,"Apricots","T","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"224",224,"Vetch","C","229","35","1444","996","47","30","329","430","26","990","352","242"
"225",225,"Dbl Crop WinWht/Corn","C","NA","132","144","6","326","100","80","43","60","191","344","20"
"226",226,"Dbl Crop Oats/Corn","C","NA","409","125","1","233","689","66","531","20","129","326","25"
"227",227,"Lettuce","C","NA","NA","NA","NA","36","NA","NA","NA","NA","266","NA","NA"
"229",229,"Pumpkins","C","NA","134","326","1","NA","232","112","NA","35","30","NA","2"
"230",230,"Dbl Crop Lettuce/Durum Wht","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"231",231,"Dbl Crop Lettuce/Cantaloupe","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"232",232,"Dbl Crop Lettuce/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"233",233,"Dbl Crop Lettuce/Barley","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"234",234,"Dbl Crop Durum Wht/Sorghum","C","NA","NA","NA","NA","NA","NA","712","NA","NA","NA","NA","NA"
"235",235,"Dbl Crop Barley/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"236",236,"Dbl Crop WinWht/Sorghum","C","NA","5258","557","NA","NA","NA","485","1492","NA","NA","5","846"
"237",237,"Dbl Crop Barley/Corn","C","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA"
"238",238,"Dbl Crop WinWht/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"239",239,"Dbl Crop Soybeans/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"240",240,"Dbl Crop Soybeans/Oats","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"241",241,"Dbl Crop Corn/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"242",242,"Blueberries","C","NA","NA","NA","2","NA","NA","2","11","NA","NA","NA","NA"
"243",243,"Cabbage","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"244",244,"Cauliflower","C","NA","NA","NA","NA","NA","NA","NA","492","NA","NA","NA","NA"
"245",245,"Celery","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"246",246,"Radishes","C","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"247",247,"Turnips","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"248",248,"Eggplants","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"249",249,"Gourds","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"254",254,"Dbl Crop Barley/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
