"","crop_id","crop_name","crop_category","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"33",33,"Safflower","C","106","753","41","34","192","124","19","163","108","117","37","2356"
"34",34,"Rape Seed","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"35",35,"Mustard","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"36",36,"Alfalfa","C","17511","61880","86251","113897","51712","45082","42660","44107","39122","31671","28913","22215"
"37",37,"Other Hay/Non Alfalfa","C","NA","1169","2190","1110","139","7881","1678","256","1875","821","895","2217"
"38",38,"Camelina","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"39",39,"Buckwheat","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"41",41,"Sugarbeets","C","3","1","NA","NA","NA","NA","NA","34","2","NA","NA","NA"
"42",42,"Dry Beans","C","17","5","50","2","179","113","205","195","28","168","68","1465"
"43",43,"Potatoes","C","36","NA","1","1","40","1","16","14","1","2","1","20"
"44",44,"Other Crops","C","NA","196","73","1742","226","9","58","39","NA","8","NA","16"
"45",45,"Sugarcane","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"46",46,"Sweet Potatoes","C","NA","1","2","11","NA","NA","1","NA","NA","NA","NA","NA"
"47",47,"Misc Vegs & Fruits","C","2","NA","NA","1","16","9","NA","184","NA","NA","NA","361"
"48",48,"Watermelons","C","1","28","204","1","2","15","23","1","2","39","1","65"
"49",49,"Onions","C","3","722","408","239","974","328","393","653","238","373","770","1003"
"50",50,"Cucumbers","C","NA","6","2","NA","2","NA","NA","NA","NA","NA","NA","NA"
"51",51,"Chick Peas","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"52",52,"Lentils","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"53",53,"Peas","C","NA","13","1","70","192","39","26","121","76","120","NA","4"
"54",54,"Tomatoes","C","32","1332","1020","2671","2342","2495","1628","2171","1713","2660","380","1622"
"55",55,"Caneberries","T","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"56",56,"Hops","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"57",57,"Herbs","C","2","48","15","NA","51","1","NA","NA","NA","1","1","15"
"58",58,"Clover/Wildflowers","C","2","NA","NA","43","NA","NA","NA","4","NA","NA","NA","1"
"59",59,"Sod/Grass Seed","C","NA","NA","NA","38","24","NA","NA","NA","NA","NA","15","11"
"60",60,"Switchgrass","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"66",66,"Cherries","T","113","1376","445","1237","646","1704","2937","825","430","928","2902","2903"
"67",67,"Peaches","T","247","2160","1250","3524","406","528","19766","211","291","377","3967","4730"
"68",68,"Apples","T","NA","126","46","24","228","80","12","16","NA","NA","NA","81"
"69",69,"Grapes","C","78142","268092","257193","130230","248011","282464","283605","324594","315237","310659","294491","225852"
"70",70,"Christmas Trees","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"71",71,"Other Tree Crops","T","31","678","550","3246","388","760","285","820","922","1623","346","62952"
"72",72,"Citrus","T","183","993","2341","2406","246","337","4961","2635","1350","2267","1507","42492"
"74",74,"Pecans","T","NA","7","2","317","11","8","NA","670","290","170","1","814"
"75",75,"Almonds","T","43203","115744","100394","82970","184986","187524","145586","113713","130785","144777","159695","152071"
"76",76,"Walnuts","T","900","6192","8057","8917","5014","4831","6215","11034","14475","17592","22267","3805"
"77",77,"Pears","T","NA","73","30","NA","1","1","3","103","6","231","132","NA"
"204",204,"Pistachios","T","5248","41023","31553","24635","26861","3527","3386","10591","3531","17487","26783","5188"
"205",205,"Triticale","C","8","26","281","2657","361","31","784","1807","234","412","284","1011"
"206",206,"Carrots","C","6","94","16","NA","73","127","87","27","41","84","187","206"
"207",207,"Asparagus","C","82","NA","53","4","1","NA","1","8","NA","2","NA","NA"
"208",208,"Garlic","C","NA","146","87","91","93","135","49","209","184","859","234","2520"
"209",209,"Cantaloupes","C","1","203","172","426","20","180","4","32","6","70","7","218"
"210",210,"Prunes","C","232","NA","NA","9897","NA","NA","NA","NA","NA","NA","NA","NA"
"211",211,"Olives","T","137","8191","10364","10349","10090","6606","1081","3166","2177","1779","147","2336"
"212",212,"Oranges","T","284","60394","64545","56947","18419","6347","63586","81027","67609","45668","48580","26251"
"213",213,"Honeydew Melons","C","NA","197","216","NA","2","15","12","1","3","1","1","48"
"214",214,"Broccoli","C","NA","126","119","NA","32","23","15","29","6","3","NA","152"
"216",216,"Peppers","C","NA","3","NA","58","61","1","10","10","4","12","4","28"
"217",217,"Pomegranates","T","25","4044","2012","3253","2044","4715","729","1572","1411","1272","2827","1368"
"218",218,"Nectarines","T","373","753","704","646","368","59","11","522","94","81","2737","2980"
"219",219,"Greens","C","NA","59","40","NA","1","48","NA","10","15","NA","NA","NA"
"220",220,"Plums","T","680","7037","3253","2673","1021","592","200","1636","1202","432","418","1099"
"221",221,"Strawberries","T","NA","6","NA","1","1","NA","1","15","NA","NA","NA","17"
"222",222,"Squash","C","1","NA","24","NA","NA","NA","67","2","NA","NA","NA","NA"
"223",223,"Apricots","T","5","19","14","6","29","NA","9","67","NA","NA","NA","NA"
"224",224,"Vetch","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA"
"225",225,"Dbl Crop WinWht/Corn","C","95","11003","6838","4505","8096","1258","2716","10593","6689","8622","11560","13252"
"226",226,"Dbl Crop Oats/Corn","C","31","3398","6871","1295","4584","5804","7227","1270","3025","94","3","263"
"227",227,"Lettuce","C","NA","1318","1901","155","140","296","134","61","192","79","75","695"
"229",229,"Pumpkins","C","NA","NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA"
"230",230,"Dbl Crop Lettuce/Durum Wht","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"231",231,"Dbl Crop Lettuce/Cantaloupe","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"232",232,"Dbl Crop Lettuce/Cotton","C","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA"
"233",233,"Dbl Crop Lettuce/Barley","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"234",234,"Dbl Crop Durum Wht/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"235",235,"Dbl Crop Barley/Sorghum","C","NA","NA","NA","20","NA","18","NA","29","NA","NA","NA","NA"
"236",236,"Dbl Crop WinWht/Sorghum","C","NA","187","1108","118","113","109","155","139","402","223","572","421"
"237",237,"Dbl Crop Barley/Corn","C","NA","6","21","1","49","126","15","186","NA","27","140","NA"
"238",238,"Dbl Crop WinWht/Cotton","C","NA","NA","7","NA","34","NA","NA","NA","NA","NA","101","NA"
"239",239,"Dbl Crop Soybeans/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"240",240,"Dbl Crop Soybeans/Oats","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"241",241,"Dbl Crop Corn/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"242",242,"Blueberries","C","NA","141","23","NA","NA","75","121","NA","NA","273","46","4490"
"243",243,"Cabbage","C","NA","NA","NA","NA","NA","NA","94","NA","NA","NA","NA","NA"
"244",244,"Cauliflower","C","NA","NA","6","NA","NA","2","NA","NA","NA","NA","NA","NA"
"245",245,"Celery","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"246",246,"Radishes","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6"
"247",247,"Turnips","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"248",248,"Eggplants","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"249",249,"Gourds","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"254",254,"Dbl Crop Barley/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
