"","crop_id","crop_name","crop_category","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"212",212,"Oranges","T","NA","1","89","NA","NA","4","10","2","NA","2","NA","2521"
"213",213,"Honeydew Melons","C","2","12","5","NA","5","1","NA","18","NA","15","1","17"
"214",214,"Broccoli","C","NA","NA","93","NA","4","NA","NA","NA","NA","NA","NA","NA"
"216",216,"Peppers","C","NA","812","6","2","2794","504","206","NA","12","227","1","968"
"217",217,"Pomegranates","T","NA","2","34","273","41","684","520","347","1567","88","85","1179"
"218",218,"Nectarines","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"219",219,"Greens","C","NA","NA","NA","NA","318","NA","NA","NA","NA","NA","NA","NA"
"220",220,"Plums","T","2","429","154","2","160","16","184","137","104","222","17","5628"
"221",221,"Strawberries","T","NA","31","9","NA","NA","NA","NA","2","3","4","15","310"
"222",222,"Squash","C","NA","1552","1112","4","1329","1123","1109","4505","1831","355","23","542"
"223",223,"Apricots","T","96","NA","405","196","39","6","42","119","NA","NA","NA","NA"
"224",224,"Vetch","C","106","69","8","71","2","3","49","5","1","167","NA","20"
"225",225,"Dbl Crop WinWht/Corn","C","NA","11526","8226","4284","7852","13194","5772","12015","1053","3324","4986","15054"
"226",226,"Dbl Crop Oats/Corn","C","10","46727","43718","6619","45055","47624","28114","24203","14232","8014","18122","24632"
"227",227,"Lettuce","C","NA","5","7","488","40","NA","NA","1","8","1","NA","1"
"229",229,"Pumpkins","C","NA","180","7","NA","4410","7","3256","3033","2221","803","2837","1977"
"230",230,"Dbl Crop Lettuce/Durum Wht","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"231",231,"Dbl Crop Lettuce/Cantaloupe","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"232",232,"Dbl Crop Lettuce/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"233",233,"Dbl Crop Lettuce/Barley","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"234",234,"Dbl Crop Durum Wht/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"235",235,"Dbl Crop Barley/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"236",236,"Dbl Crop WinWht/Sorghum","C","NA","97","NA","27","NA","2","20","NA","1","47","NA","50"
"237",237,"Dbl Crop Barley/Corn","C","NA","66","4","NA","NA","4","NA","1","NA","NA","NA","58"
"238",238,"Dbl Crop WinWht/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"239",239,"Dbl Crop Soybeans/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"240",240,"Dbl Crop Soybeans/Oats","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"241",241,"Dbl Crop Corn/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"242",242,"Blueberries","C","NA","NA","NA","33","21","2","NA","NA","1","23","NA","21"
"243",243,"Cabbage","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","15","NA","NA"
"244",244,"Cauliflower","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"245",245,"Celery","C","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"246",246,"Radishes","C","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"247",247,"Turnips","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"248",248,"Eggplants","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"249",249,"Gourds","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"254",254,"Dbl Crop Barley/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
