"","dt.tmp","P","ET","SWE_change","SM_change","inflow","CV_out_km3_mn","cum_gws"
"101",2010-08-15,0.00285023075322353,2.45006824334254,0,-0.553775554194821,2.374152965,1.43251166324736,-29.2702071866793
"102",2010-09-15,0.0537271960124802,2.0692213008712,0,-0.198929280721092,1.684545134,1.40379625331712,-30.8060231301341
"103",2010-10-15,1.73727374968972,1.83734621610915,0,0.172862327312407,1.376832579,1.19304368944128,-30.8951690343072
"104",2010-11-15,2.14505906154075,1.13675807982092,0,1.11366601395205,1.262735679,1.1640420306432,-30.9018404181826
"105",2010-12-15,7.19867833183667,0.879285173974047,0,3.06182306696806,4.446498043,4.36256975388672,-27.5603420381748
"106",2011-01-15,1.65823358276673,0.867905690415167,0,3.41694298127428,3.178323951,3.836958114816,-30.8455912909135
"107",2011-02-15,3.09866531166653,1.3385055112277,9.42781808076398e-05,-0.0481699602283783,2.2351188,2.44519899337728,-29.2474360018044
"108",2011-03-15,5.39060845473932,2.06784103342215,0,1.26249037931199,8.651124227,8.23510346517504,-26.7711381979743
"109",2011-04-15,0.407569171535495,2.68952392266354,0,-1.15238619657516,6.442008419,6.83484250770432,-28.2935408412315
"110",2011-05-15,1.14062446044909,2.68400321995816,0,-3.01349264133828,5.033597519,3.96508995846144,-25.7549193988637
"111",2011-06-15,0.784141055354287,2.83377820612579,0,-1.79886870392057,5.359427428,4.01513457890304,-24.6613949966177
"112",2011-07-15,0.000376878885897518,2.80824830107529,0,-1.76444963547746,3.724412684,2.53467500700672,-24.5150791063363
"113",2011-08-15,0.00133546078054776,2.42723018948139,0,-0.805044408718516,2.894728397,1.84246897342464,-25.0836700027433
"114",2011-09-15,0.0111994568885561,2.10568398101105,0,-0.249231461284214,2.323323721,1.93814704585728,-26.5437463904388
"115",2011-10-15,1.05080369294574,1.8402307099719,0,0.25063697889669,2.018349491,1.81789316250624,-27.3833540578679
"116",2011-11-15,1.08440947618513,1.05448176025884,0,0.193601161040695,1.328143423,1.2016458349056,-27.4205299148879
"117",2011-12-15,0.228976340157731,0.850795117496303,0,0.199728052921586,1.311776376,1.27434815419392,-28.204648523342
"118",2012-01-15,1.08440947618513,1.06926636124515,0,0.263818160897186,1.131337988,1.32152539281408,-28.6435109741133
"119",2012-02-15,0.246010391809797,1.21770825619983,5.95983179484159e-05,-0.111099921514187,0.966186117,1.08567100514304,-29.6236534034501
"120",2012-03-15,3.42926738256721,1.81506098692055,0,0.39423170309909,1.743236579,1.7057374308864,-28.366179562789
"121",2012-04-15,2.51506226375285,2.3558048745387,0,0.981905995618773,2.364602129,2.18870777493504,-29.0129338151286
"122",2012-05-15,0.090111423767768,2.26967752121046,0,-1.17578827526017,2.330736936,1.38582863207424,-29.0718033333854
"123",2012-06-15,0.117646186391946,2.16672642313319,0,-0.837008599890293,2.308216058,1.17814896202752,-29.1538078742639
"124",2012-07-15,0.000186100399059348,2.48277844629532,0,-0.390910613903779,2.967421074,1.6816142356992,-29.9596827679555
"125",2012-08-15,5.46199806736006e-06,2.44936525974535,0,-0.173353134498763,2.320765483,1.4787445252608,-31.3936684734649
"126",2012-09-15,0,2.09181026869758,0,-0.096636396425783,1.470077499,1.2418063064064,-33.1605711531431
"127",2012-10-15,0.619749836200288,1.74179873610717,0,0.0133974875065839,1.294882634,1.041444331776,-34.0425792383325
"128",2012-11-15,2.68168627130524,1.24025657304835,0,0.556890535556093,1.222083878,0.99722989126656,-32.9331860888983
"129",2012-12-15,5.24467140845153,0.897265685433442,0,3.50839665147643,3.138602195,4.02708363420672,-32.9826584565633
"130",2013-01-15,1.13508637603732,0.85280955537372,2.065321707295e-07,1.77514368728221,1.519108329,2.0354496417792,-34.9918668424933
"131",2013-02-15,0.531375721409249,1.20394200223011,1.974125683856e-06,-0.430424796184113,1.169113313,1.27828224119808,-35.3431792294538
"132",2013-03-15,1.18457060522902,2.22469260012217,0,-1.21458160341938,1.325194172,1.20344161840128,-35.0469670673289
"133",2013-04-15,0.546255402245907,2.53461927914494,0,-1.54481097649571,1.590725412,1.14409513304064,-35.0438896887729
"134",2013-05-15,0.213155635396815,2.33478019165172,0,-1.32498368862238,1.959452055,1.11444023964672,-34.9955187410521
"135",2013-06-15,0.280025439145057,2.54132080202514,0,-0.64615138794357,2.098111242,1.0912198293504,-35.603771303339
"136",2013-07-15,0.000406918963307764,2.68482692883003,0,-0.384889854437917,2.472175153,1.44103062528,-36.8721569310478
"137",2013-08-15,0.00162065611979392,2.42020503154735,0,-0.243282668892025,1.970922185,1.42970055257088,-38.5062370051542
