"","yr_type","GRACE","C2VSIM","WB","Well"
"1","2007-09",-18.847739722,-24.043096761,-16.5152417271384,-21.840555270091
"2","2010-11",9.68745684137502,11.64209943,3.1884111180802,2.65621648314074
"3","2012-16",-30.603152441038,-33.63459408,-23.4792542730089,-27.5954548701056
"4","2017-19",7.05122954773513,3.45952661,6.842847408655,2.99558939523244
