"recov_per","yr_type","GRACE","C2VSIM","WB","Well"
"2010-11","0",51.398507111531,48.4217966833811,19.3058701214218,12.1618541758333
"2017-19","0",23.0408601248531,10.2856202211673,29.1442280452721,10.8553724130766
