"","crop_id","crop_name","crop_category","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"209",209,"Cantaloupes","C","NA","18","24","NA","NA","NA","NA","3288","196","179","874","13"
"210",210,"Prunes","C","4593","NA","89","18826","NA","NA","NA","NA","NA","NA","NA","NA"
"211",211,"Olives","T","644","489","1277","1953","530","11510","17279","4821","5151","5467","15503","13761"
"212",212,"Oranges","T","28","15","NA","118","112","166","4","606","1","NA","209","5895"
"213",213,"Honeydew Melons","C","15","1466","1501","NA","846","715","225","987","NA","1707","263","812"
"214",214,"Broccoli","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"216",216,"Peppers","C","NA","3","712","NA","3580","2120","1819","2501","283","2661","3913","4837"
"217",217,"Pomegranates","T","NA","3","NA","1","NA","1223","80","46","6","23","372","48"
"218",218,"Nectarines","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"219",219,"Greens","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"220",220,"Plums","T","NA","21151","17115","NA","15449","10438","3964","9817","3641","3620","580","11794"
"221",221,"Strawberries","T","NA","10","3","NA","NA","NA","NA","1","NA","2","9","12"
"222",222,"Squash","C","21","560","2262","NA","17","492","NA","425","321","3784","1955","762"
"223",223,"Apricots","T","NA","NA","NA","3","NA","3","NA","NA","NA","NA","NA","NA"
"224",224,"Vetch","C","149","226","3441","2236","392","54","2045","397","1864","2714","4231","321"
"225",225,"Dbl Crop WinWht/Corn","C","2","1334","443","NA","3129","239","13","504","151","237","118","200"
"226",226,"Dbl Crop Oats/Corn","C","NA","567","1555","9","653","1700","208","3442","172","1051","2304","774"
"227",227,"Lettuce","C","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA"
"229",229,"Pumpkins","C","NA","149","587","13","NA","46","675","3","52","13","18","8"
"230",230,"Dbl Crop Lettuce/Durum Wht","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"231",231,"Dbl Crop Lettuce/Cantaloupe","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"232",232,"Dbl Crop Lettuce/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"233",233,"Dbl Crop Lettuce/Barley","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"234",234,"Dbl Crop Durum Wht/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"235",235,"Dbl Crop Barley/Sorghum","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"236",236,"Dbl Crop WinWht/Sorghum","C","NA","431","92","NA","NA","NA","267","14","NA","NA","296","744"
"237",237,"Dbl Crop Barley/Corn","C","NA","3","NA","NA","NA","8","NA","NA","NA","NA","NA","NA"
"238",238,"Dbl Crop WinWht/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"239",239,"Dbl Crop Soybeans/Cotton","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"240",240,"Dbl Crop Soybeans/Oats","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"241",241,"Dbl Crop Corn/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"242",242,"Blueberries","C","NA","NA","NA","36","NA","3","NA","NA","NA","NA","NA","130"
"243",243,"Cabbage","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"244",244,"Cauliflower","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"245",245,"Celery","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"246",246,"Radishes","C","NA","NA","78","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"247",247,"Turnips","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"248",248,"Eggplants","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"249",249,"Gourds","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"254",254,"Dbl Crop Barley/Soybeans","C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
